證券代碼,年月日,開盤價(元),收盤價(元)
TWN50  ,20120131,5204.82,5242.51
Y9999  ,20120131,7436.52,7517.08
M2300  ,20120131,278.97,281.27
2330,20120201,58.4743,58.097
TWN50  ,20120201,5234.68,5234.03
Y9999  ,20120201,7520.36,7549.21
M2300  ,20120201,280.83,282.37
2330,20120202,58.4743,57.9461
TWN50  ,20120202,5279.7,5301.36
Y9999  ,20120202,7613.79,7652.46
M2300  ,20120202,284.9,286.86
2330,20120203,57.5689,57.4934
TWN50  ,20120203,5301.27,5310.63
Y9999  ,20120203,7658.68,7674.99
M2300  ,20120203,286.63,288.31
2330,20120204,57.6443,57.7198
TWN50  ,20120204,5343.06,5347.38
Y9999  ,20120204,7731.55,7741.24
M2300  ,20120204,290.07,289
2330,20120206,58.3234,58.3988
TWN50  ,20120206,5356.78,5316.19
Y9999  ,20120206,7752.28,7687.98
M2300  ,20120206,289.78,287.03
2330,20120207,58.4743,58.3988
TWN50  ,20120207,5304.45,5319.75
Y9999  ,20120207,7680.36,7707.44
M2300  ,20120207,285.95,288.36
2330,20120208,58.4743,58.4743
TWN50  ,20120208,5361.54,5427.4
Y9999  ,20120208,7766.38,7869.91
M2300  ,20120208,290.55,295.19
2330,20120209,58.097,58.8515
TWN50  ,20120209,5416.43,5448.68
Y9999  ,20120209,7863.36,7910.78
M2300  ,20120209,294.7,297.05
2330,20120210,58.8515,58.0216
TWN50  ,20120210,5449.89,5395.56
Y9999  ,20120210,7922.61,7862.27
M2300  ,20120210,297.12,294.11
2330,20120213,57.6443,57.7952
TWN50  ,20120213,5373.78,5417.96
Y9999  ,20120213,7849.21,7912.91
M2300  ,20120213,292.7,295.38
2330,20120214,58.1725,58.3234
TWN50  ,20120214,5431.89,5415.43
Y9999  ,20120214,7937.28,7884.08
M2300  ,20120214,296.47,295.48
2330,20120215,58.5497,59.2288
TWN50  ,20120215,5441,5497.57
Y9999  ,20120215,7919.41,8005.24
M2300  ,20120215,297.01,300.71
2330,20120216,59.2288,59.2288
TWN50  ,20120216,5477.8,5421.86
Y9999  ,20120216,7983.75,7869.7
M2300  ,20120216,300.2,295.23
2330,20120217,59.9833,60.3606
TWN50  ,20120217,5483.59,5445.7
Y9999  ,20120217,7956.91,7894.36
M2300  ,20120217,299.27,295.95
2330,20120220,60.8133,60.3606
TWN50  ,20120220,5492.51,5472.97
Y9999  ,20120220,7959.99,7954.82
M2300  ,20120220,297.95,297.35
2330,20120221,60.3606,60.3606
TWN50  ,20120221,5460.19,5440.65
Y9999  ,20120221,7953.06,7921.5
M2300  ,20120221,296.96,295.9
2330,20120222,60.2851,60.1342
TWN50  ,20120222,5422.35,5492.67
Y9999  ,20120222,7908.38,8001.68
M2300  ,20120222,295.16,299.55
2330,20120223,59.6061,58.927
TWN50  ,20120223,5469.6,5441.21
Y9999  ,20120223,7981.92,7937.3
M2300  ,20120223,298.6,296.72
2330,20120224,58.4743,59.6815
TWN50  ,20120224,5468.78,5476.91
Y9999  ,20120224,7971.62,7959.34
M2300  ,20120224,297.77,297.88
2330,20120229,60.5115,61.1905
TWN50  ,20120229,5549.23,5605.77
Y9999  ,20120229,8046.14,8121.44
M2300  ,20120229,302.24,303.94
2330,20120301,61.1151,60.436
TWN50  ,20120301,5604.18,5572.98
Y9999  ,20120301,8127.57,8118.34
M2300  ,20120301,304.09,304.21
2330,20120302,60.3606,60.3606
TWN50  ,20120302,5602.67,5576.31
Y9999  ,20120302,8161.87,8144.04
M2300  ,20120302,305.98,305.63
2330,20120303,59.6815,59.8324
TWN50  ,20120303,5549.42,5541.71
Y9999  ,20120303,8119.94,8114.44
M2300  ,20120303,304.46,304.24
2330,20120305,59.3797,59.5306
TWN50  ,20120305,5530.05,5480.94
Y9999  ,20120305,8105.27,8004.74
M2300  ,20120305,304.09,300.6
2330,20120306,60.0588,59.9833
TWN50  ,20120306,5488.06,5462.98
Y9999  ,20120306,8006.85,7937.97
M2300  ,20120306,301.12,298.08
2330,20120307,59.6061,59.6815
TWN50  ,20120307,5406.99,5423.65
Y9999  ,20120307,7846.49,7903.08
M2300  ,20120307,294.67,297.18
2330,20120308,60.2097,60.1342
TWN50  ,20120308,5458.64,5473.74
Y9999  ,20120308,7952.94,7984.56
M2300  ,20120308,299.43,299.65
2330,20120309,59.9833,60.3606
TWN50  ,20120309,5488.43,5488.35
Y9999  ,20120309,8012.59,8016.01
M2300  ,20120309,301.12,302.12
2330,20120312,60.5115,60.3606
TWN50  ,20120312,5496.8,5427.68
Y9999  ,20120312,8028.87,7927.55
M2300  ,20120312,302.77,298.8
2330,20120313,60.8133,61.3414
TWN50  ,20120313,5480.76,5522.15
Y9999  ,20120313,7990.6,8031.51
M2300  ,20120313,301.33,301.54
2330,20120314,62.1714,62.775
TWN50  ,20120314,5597.58,5581.53
Y9999  ,20120314,8132.96,8125.26
M2300  ,20120314,305.67,305.85
2330,20120315,62.775,62.775
TWN50  ,20120315,5594.08,5571.99
Y9999  ,20120315,8141.93,8121.62
M2300  ,20120315,306.49,305.75
2330,20120316,62.775,61.1905
TWN50  ,20120316,5575.29,5511.09
Y9999  ,20120316,8130.28,8054.94
M2300  ,20120316,306.43,303.47
2330,20120319,63.1522,63.1522
TWN50  ,20120319,5567.95,5526.28
Y9999  ,20120319,8113.46,8043.92
M2300  ,20120319,306.7,304.09
2330,20120320,63.3786,62.775
TWN50  ,20120320,5540.62,5473.92
Y9999  ,20120320,8062.91,7972.7
M2300  ,20120320,305.27,301.36
2330,20120321,63.9822,64.0576
TWN50  ,20120321,5501.24,5490.48
Y9999  ,20120321,7993.46,7981.94
M2300  ,20120321,303.21,302.57
2330,20120322,64.1331,64.284
TWN50  ,20120322,5501.91,5548.52
Y9999  ,20120322,7997.66,8059.94
M2300  ,20120322,303.14,305.66
2330,20120323,64.1331,64.4349
TWN50  ,20120323,5555.5,5552.93
Y9999  ,20120323,8067.93,8076.61
M2300  ,20120323,305.43,306.28
2330,20120326,64.2085,63.0768
TWN50  ,20120326,5548.71,5455.28
Y9999  ,20120326,8073.93,7967.62
M2300  ,20120326,306.08,303.14
2330,20120327,64.1331,64.7367
TWN50  ,20120327,5512.67,5531.96
Y9999  ,20120327,8033.22,8029.46
M2300  ,20120327,306.02,305.67
2330,20120328,65.2649,64.5103
TWN50  ,20120328,5580.17,5545.75
Y9999  ,20120328,8074.64,8038.07
M2300  ,20120328,307.97,307.24
2330,20120329,63.7558,63.454
TWN50  ,20120329,5513.68,5471.71
Y9999  ,20120329,7997.87,7872.66
M2300  ,20120329,305.29,300.66
2330,20120330,63.1522,64.0576
TWN50  ,20120330,5442.62,5503.52
Y9999  ,20120330,7832.22,7933
M2300  ,20120330,299.18,302.97
2330,20120402,63.9822,64.2085
TWN50  ,20120402,5482.28,5450.65
Y9999  ,20120402,7905.88,7862.9
M2300  ,20120402,302.19,300.17
2330,20120403,64.1331,64.1331
TWN50  ,20120403,5478.56,5420.53
Y9999  ,20120403,7896.72,7760.85
M2300  ,20120403,301.47,295.22
2330,20120405,62.8504,62.6995
TWN50  ,20120405,5312.95,5345.09
Y9999  ,20120405,7603.31,7639.82
M2300  ,20120405,288.73,292.1
2330,20120406,63.3786,63.2277
TWN50  ,20120406,5367.4,5370.26
Y9999  ,20120406,7667.9,7706.26
M2300  ,20120406,293.51,295.92
2330,20120409,61.8696,62.6241
TWN50  ,20120409,5285.64,5294.1
Y9999  ,20120409,7587.68,7600.87
M2300  ,20120409,291.26,291.61
2330,20120410,62.6995,61.8696
TWN50  ,20120410,5329.47,5304.46
Y9999  ,20120410,7659.03,7640.68
M2300  ,20120410,293.69,292.01
2330,20120411,61.8696,62.1714
TWN50  ,20120411,5276.9,5315.17
Y9999  ,20120411,7592.94,7656.67
M2300  ,20120411,290.42,293.99
2330,20120412,62.2468,62.3223
TWN50  ,20120412,5325.03,5319.88
Y9999  ,20120412,7669.46,7662.92
M2300  ,20120412,294.64,294.85
2330,20120413,62.9259,64.0576
TWN50  ,20120413,5374.26,5405.22
Y9999  ,20120413,7734.55,7788.27
M2300  ,20120413,298.25,300.46
2330,20120416,63.8313,64.0576
TWN50  ,20120416,5372.38,5367.31
Y9999  ,20120416,7747.36,7729.86
M2300  ,20120416,298.93,298.83
2330,20120417,64.0576,63.2277
TWN50  ,20120417,5368.75,5263.74
Y9999  ,20120417,7736.7,7585.87
M2300  ,20120417,298.9,291.82
2330,20120418,64.1331,64.1331
TWN50  ,20120418,5339.49,5283.62
Y9999  ,20120418,7676.48,7605
M2300  ,20120418,295.83,292.41
2330,20120419,63.7558,64.7367
TWN50  ,20120419,5279.41,5294.64
Y9999  ,20120419,7602.28,7622.69
M2300  ,20120419,292.17,292.04
2330,20120420,64.1331,63.6049
TWN50  ,20120420,5276.27,5211.58
Y9999  ,20120420,7601.57,7507.15
M2300  ,20120420,290.85,286.66
2330,20120423,63.5295,63.6049
TWN50  ,20120423,5196.14,5211.03
Y9999  ,20120423,7488.82,7481.09
M2300  ,20120423,285.82,284.87
2330,20120424,63.2277,63.8313
TWN50  ,20120424,5196.65,5226.03
Y9999  ,20120424,7457.02,7498.84
M2300  ,20120424,284.05,286.95
2330,20120425,64.0576,63.5295
TWN50  ,20120425,5269.02,5258.87
Y9999  ,20120425,7552.78,7563.18
M2300  ,20120425,289.8,290.05
2330,20120426,63.5295,63.3786
TWN50  ,20120426,5280.37,5223.31
Y9999  ,20120426,7596.53,7521.35
M2300  ,20120426,291.41,286.86
2330,20120427,65.6421,64.8876
TWN50  ,20120427,5270.15,5203.71
Y9999  ,20120427,7569.29,7480.5
M2300  ,20120427,289.54,283.96
2330,20120430,65.114,65.4912
TWN50  ,20120430,5159.53,5211.21
Y9999  ,20120430,7439.22,7501.72
M2300  ,20120430,281.58,284.2
2330,20120502,65.6421,66.6984
TWN50  ,20120502,5205.15,5309.79
Y9999  ,20120502,7511.76,7676.81
M2300  ,20120502,283.82,292.02
2330,20120503,66.6984,67.0757
TWN50  ,20120503,5298.11,5297.36
Y9999  ,20120503,7671.06,7659.53
M2300  ,20120503,291.49,291.73
2330,20120504,65.4158,66.0948
TWN50  ,20120504,5256.65,5317.34
Y9999  ,20120504,7619.73,7700.95
M2300  ,20120504,289.36,292.9
2330,20120507,65.2649,64.5858
TWN50  ,20120507,5248.39,5193.99
Y9999  ,20120507,7608.35,7538.08
M2300  ,20120507,289.08,286.76
2330,20120508,64.8876,63.6804
TWN50  ,20120508,5222.34,5193.29
Y9999  ,20120508,7572.16,7545.71
M2300  ,20120508,288.38,286.63
2330,20120509,63.3031,63.8313
TWN50  ,20120509,5147.56,5142.97
Y9999  ,20120509,7485.33,7475.71
M2300  ,20120509,284.08,284.32
2330,20120510,64.1331,64.3594
TWN50  ,20120510,5145.18,5156.08
Y9999  ,20120510,7479.14,7484.01
M2300  ,20120510,284.73,284.21
2330,20120511,64.6612,64.5103
TWN50  ,20120511,5145.68,5106.43
Y9999  ,20120511,7472.56,7401.37
M2300  ,20120511,284,282
2330,20120514,63.9822,64.4349
TWN50  ,20120514,5093.62,5101.31
Y9999  ,20120514,7389.89,7377.18
M2300  ,20120514,281.58,281.52
2330,20120515,64.4349,64.5103
TWN50  ,20120515,5067.79,5100.67
Y9999  ,20120515,7328.74,7395.64
M2300  ,20120515,279.66,283.16
2330,20120516,63.5295,62.9259
TWN50  ,20120516,5083.06,4983.91
Y9999  ,20120516,7376.71,7234.57
M2300  ,20120516,282.05,275.98
2330,20120517,63.9822,64.2085
TWN50  ,20120517,5047.19,5083.02
Y9999  ,20120517,7304.4,7356.77
M2300  ,20120517,278.86,281.51
2330,20120518,63.3031,61.7187
TWN50  ,20120518,4998.46,4943.91
Y9999  ,20120518,7252.24,7151.19
M2300  ,20120518,277.36,271.91
2330,20120521,61.1151,62.2468
TWN50  ,20120521,4952.32,4980.92
Y9999  ,20120521,7164.9,7192.23
M2300  ,20120521,272.53,273.64
2330,20120522,62.3977,62.0205
TWN50  ,20120522,5029.18,5031.99
Y9999  ,20120522,7257.96,7274.89
M2300  ,20120522,276.55,277.63
2330,20120523,61.1151,59.6815
TWN50  ,20120523,4975.2,4928.62
Y9999  ,20120523,7213.6,7147.75
M2300  ,20120523,274.89,271.94
2330,20120524,59.5306,60.8133
TWN50  ,20120524,4934.04,4924.92
Y9999  ,20120524,7155.74,7124.89
M2300  ,20120524,272.66,271.49
2330,20120525,60.2097,60.3606
TWN50  ,20120525,4911.71,4883.43
Y9999  ,20120525,7116.33,7071.63
M2300  ,20120525,271.35,268.76
2330,20120528,60.3606,61.5678
TWN50  ,20120528,4878.66,4937.71
Y9999  ,20120528,7067.55,7136
M2300  ,20120528,268.69,271.6
2330,20120529,62.2468,62.0959
TWN50  ,20120529,4975.52,5070.38
Y9999  ,20120529,7179.58,7342.29
M2300  ,20120529,273.87,279.73
2330,20120530,61.5678,61.6432
TWN50  ,20120530,5058.78,5009.83
Y9999  ,20120530,7331.64,7261.8
M2300  ,20120530,279.28,277.89
2330,20120531,60.7378,64.2085
TWN50  ,20120531,4946.14,5042.25
Y9999  ,20120531,7184.91,7301.5
M2300  ,20120531,274.62,279.94
2330,20120601,61.6432,60.2851
TWN50  ,20120601,4959.95,4886.53
Y9999  ,20120601,7213.69,7106.09
M2300  ,20120601,275.87,270.68
2330,20120604,57.7198,57.7198
TWN50  ,20120604,4736.44,4746.59
Y9999  ,20120604,6907.13,6894.66
M2300  ,20120604,262.12,260.68
2330,20120605,58.4743,59.0024
TWN50  ,20120605,4820.28,4819.47
Y9999  ,20120605,6988.52,7000.45
M2300  ,20120605,264.74,265.02
2330,20120606,59.0024,58.7006
TWN50  ,20120606,4845.56,4848.08
Y9999  ,20120606,7037.92,7056.15
M2300  ,20120606,266.64,267.39
2330,20120607,59.9079,60.2097
TWN50  ,20120607,4906.04,4880.67
Y9999  ,20120607,7133.78,7080.31
M2300  ,20120607,270.9,268.79
2330,20120608,58.097,58.7761
TWN50  ,20120608,4825.08,4801.17
Y9999  ,20120608,7033.51,6999.65
M2300  ,20120608,265.58,264.87
2330,20120611,60.2851,60.6624
TWN50  ,20120611,4866.6,4900.09
Y9999  ,20120611,7081.72,7120.23
M2300  ,20120611,268.7,270.01
2330,20120612,59.2288,59.9079
TWN50  ,20120612,4822.79,4855.82
Y9999  ,20120612,7036.44,7072.08
M2300  ,20120612,266.18,267.84
2330,20120613,60.9642,60.3606
TWN50  ,20120613,4885.24,4865.88
Y9999  ,20120613,7103.2,7088.83
M2300  ,20120613,269.69,268.7
2330,20120614,60.3606,59.757
TWN50  ,20120614,4874.14,4859.11
Y9999  ,20120614,7096.86,7075.1
M2300  ,20120614,269.15,267.79
2330,20120615,59.757,58.927
TWN50  ,20120615,4872.36,4920.81
Y9999  ,20120615,7094,7155.83
M2300  ,20120615,268.61,269.65
2330,20120618,60.3606,60.9642
TWN50  ,20120618,5001.94,5011.25
Y9999  ,20120618,7263.81,7281.5
M2300  ,20120618,274.83,276.09
2330,20120619,61.0396,60.7378
TWN50  ,20120619,5018.93,5010.48
Y9999  ,20120619,7286.54,7273.13
M2300  ,20120619,276.61,275.47
2330,20120620,61.3414,61.5678
TWN50  ,20120620,5039.55,5057.25
Y9999  ,20120620,7309.23,7334.63
M2300  ,20120620,277.21,277.68
2330,20120621,60.7378,60.8133
TWN50  ,20120621,5023.35,5000.28
Y9999  ,20120621,7301.79,7279.05
M2300  ,20120621,276.46,275.69
2330,20120622,60.3606,60.436
TWN50  ,20120622,4950.46,4953.22
Y9999  ,20120622,7210.8,7222.05
M2300  ,20120622,273.18,274.46
2330,20120625,60.9642,60.0588
TWN50  ,20120625,4959.21,4909.4
Y9999  ,20120625,7222.61,7166.38
M2300  ,20120625,274.49,272.86
2330,20120626,59.6061,59.3797
TWN50  ,20120626,4890.82,4889.71
Y9999  ,20120626,7145.22,7137.93
M2300  ,20120626,272.07,270.82
2330,20120627,59.0779,59.8324
TWN50  ,20120627,4888.25,4925.24
Y9999  ,20120627,7137.99,7183.01
M2300  ,20120627,270.89,272.61
2330,20120628,60.3606,60.2851
TWN50  ,20120628,4967.35,4923.04
Y9999  ,20120628,7230.47,7169.61
M2300  ,20120628,274.86,272.41
2330,20120629,60.0588,61.3414
TWN50  ,20120629,4930.44,5021.19
Y9999  ,20120629,7183.45,7296.28
M2300  ,20120629,272.72,276.97
2330,20120702,61.4923,62.8504
TWN50  ,20120702,5045.47,5061.38
Y9999  ,20120702,7332.09,7345.16
M2300  ,20120702,278.32,279.13
2330,20120703,63.0768,63.5295
TWN50  ,20120703,5074.97,5119.46
Y9999  ,20120703,7363.37,7418.36
M2300  ,20120703,280.06,282.14
2330,20120704,64.2332,63.5291
TWN50  ,20120704,5106.98,5097.18
Y9999  ,20120704,7414.56,7422.59
M2300  ,20120704,281.8,281.57
2330,20120705,64.155,63.3726
TWN50  ,20120705,5085.45,5063.55
Y9999  ,20120705,7412.55,7387.78
M2300  ,20120705,281.49,279.76
2330,20120706,63.3726,63.2944
TWN50  ,20120706,5068.81,5056.96
Y9999  ,20120706,7392.78,7368.59
M2300  ,20120706,279.87,278.12
2330,20120709,62.512,62.5902
TWN50  ,20120709,4991.14,4997.36
Y9999  ,20120709,7301.72,7309.96
M2300  ,20120709,275.09,275.16
2330,20120710,62.1208,61.8861
TWN50  ,20120710,4991.07,4952.2
Y9999  ,20120710,7305.76,7251.35
M2300  ,20120710,274.89,271.62
2330,20120711,61.1037,61.1037
TWN50  ,20120711,4910.4,4945.13
Y9999  ,20120711,7207.08,7257.91
M2300  ,20120711,269.56,271.57
2330,20120712,60.6343,59.226
TWN50  ,20120712,4928.92,4842.48
Y9999  ,20120712,7240.88,7130.93
M2300  ,20120712,270.83,266.08
2330,20120713,58.6001,59.3043
TWN50  ,20120713,4828.15,4832.3
Y9999  ,20120713,7113.14,7104.27
M2300  ,20120713,265.05,264.66
2330,20120716,59.6954,59.0695
TWN50  ,20120716,4860.09,4835.06
Y9999  ,20120716,7135.94,7090.04
M2300  ,20120716,266.06,262.64
2330,20120717,58.2872,58.5219
TWN50  ,20120717,4814.48,4870.55
Y9999  ,20120717,7056.8,7127
M2300  ,20120717,260.49,261.96
2330,20120718,58.6784,58.5219
TWN50  ,20120718,4873.8,4806.23
Y9999  ,20120718,7132.65,7049.05
M2300  ,20120718,262.16,259.5
2330,20120719,60.0866,60.6343
TWN50  ,20120719,4863.17,4893.03
Y9999  ,20120719,7109.33,7148.57
M2300  ,20120719,262.58,264.31
2330,20120720,59.7737,60.0084
TWN50  ,20120720,4876.98,4908.84
Y9999  ,20120720,7136.48,7164.68
M2300  ,20120720,263.65,264.78
2330,20120723,58.7566,58.1307
TWN50  ,20120723,4854.08,4797.04
Y9999  ,20120723,7105.99,7028.73
M2300  ,20120723,261.88,258.53
2330,20120724,58.1307,58.5219
TWN50  ,20120724,4783.42,4788.75
Y9999  ,20120724,7004.44,7008.35
M2300  ,20120724,257.58,257.3
2330,20120725,58.6784,58.3654
TWN50  ,20120725,4722.16,4754.16
Y9999  ,20120725,6932.12,6979.13
M2300  ,20120725,253.67,254.79
2330,20120726,59.226,59.6954
TWN50  ,20120726,4778.82,4743.14
Y9999  ,20120726,7012.94,6970.69
M2300  ,20120726,256.54,254.92
2330,20120727,60.9472,62.0426
TWN50  ,20120727,4821.82,4870.55
Y9999  ,20120727,7060.43,7124.49
M2300  ,20120727,258.79,261.46
2330,20120730,62.5902,61.8079
TWN50  ,20120730,4898.63,4886.28
Y9999  ,20120730,7159.21,7158.88
M2300  ,20120730,262.95,261.86
2330,20120731,61.4167,63.3726
TWN50  ,20120731,4863.85,4986.18
Y9999  ,20120731,7140.53,7270.49
M2300  ,20120731,260.93,266.25
2330,20120801,62.6685,62.5902
TWN50  ,20120801,4961.86,4976.36
Y9999  ,20120801,7242.58,7267.96
M2300  ,20120801,265.07,265.41
2330,20120803,62.1991,62.4338
TWN50  ,20120803,4933.59,4933.98
Y9999  ,20120803,7220.51,7217.51
M2300  ,20120803,263.14,263.15
2330,20120806,63.2944,63.2944
TWN50  ,20120806,5015.19,5001.13
Y9999  ,20120806,7311.74,7286.33
M2300  ,20120806,267.39,265.4
2330,20120807,63.6073,63.6856
TWN50  ,20120807,5000.46,5011.01
Y9999  ,20120807,7289.89,7295.46
M2300  ,20120807,265.17,265.02
2330,20120808,64.0768,62.9814
TWN50  ,20120808,5036.95,5020.07
Y9999  ,20120808,7331.59,7319.8
M2300  ,20120808,266.36,265.94
2330,20120809,63.6073,64.3897
TWN50  ,20120809,5042.76,5106.9
Y9999  ,20120809,7341.87,7433.7
M2300  ,20120809,267.22,271.62
2330,20120810,64.3897,64.155
TWN50  ,20120810,5113.39,5114.66
Y9999  ,20120810,7443.36,7441.12
M2300  ,20120810,272.31,272.99
2330,20120813,65.5633,64.7027
TWN50  ,20120813,5173.53,5114.77
Y9999  ,20120813,7495.81,7436.3
M2300  ,20120813,276.12,273.72
2330,20120814,64.9374,65.0938
TWN50  ,20120814,5123.74,5144.93
Y9999  ,20120814,7447.03,7479.25
M2300  ,20120814,274.49,275.57
2330,20120815,65.485,64.9374
TWN50  ,20120815,5157.04,5129.83
Y9999  ,20120815,7489.81,7467.74
M2300  ,20120815,276.23,275.12
2330,20120816,64.9374,64.8591
TWN50  ,20120816,5137.37,5134.29
Y9999  ,20120816,7475.68,7490.21
M2300  ,20120816,275.74,276.49
2330,20120817,64.9374,64.155
TWN50  ,20120817,5141.21,5105.35
Y9999  ,20120817,7502.85,7467.92
M2300  ,20120817,276.98,275.99
2330,20120820,64.7027,64.4679
TWN50  ,20120820,5119.96,5092.04
Y9999  ,20120820,7482.05,7431.91
M2300  ,20120820,276.99,275.15
2330,20120821,64.7027,65.4068
TWN50  ,20120821,5117.22,5158
Y9999  ,20120821,7459.5,7506.81
M2300  ,20120821,276.51,277.89
2330,20120822,65.0156,64.4679
TWN50  ,20120822,5142.59,5142.98
Y9999  ,20120822,7495.87,7496.58
M2300  ,20120822,277.5,277.4
2330,20120823,64.4679,64.7027
TWN50  ,20120823,5133.41,5149.28
Y9999  ,20120823,7486.58,7505.17
M2300  ,20120823,277.03,278.23
2330,20120824,64.3897,64.155
TWN50  ,20120824,5127.94,5123.59
Y9999  ,20120824,7479.57,7477.53
M2300  ,20120824,277.08,277.38
2330,20120827,64.8591,64.9374
TWN50  ,20120827,5147.08,5124.44
Y9999  ,20120827,7504.45,7468.22
M2300  ,20120827,278.94,278.01
2330,20120828,64.3897,64.4679
TWN50  ,20120828,5094.33,5050.94
Y9999  ,20120828,7440.56,7361.94
M2300  ,20120828,276.56,273.74
2330,20120829,64.6244,64.7027
TWN50  ,20120829,5066.13,5068.17
Y9999  ,20120829,7379.48,7391.15
M2300  ,20120829,274.2,275.2
2330,20120830,64.3897,64.7027
TWN50  ,20120830,5052.32,5061.18
Y9999  ,20120830,7372.06,7371.44
M2300  ,20120830,274.57,275.96
2330,20120831,64.4679,65.1721
TWN50  ,20120831,5051.01,5084.97
Y9999  ,20120831,7363.25,7397.06
M2300  ,20120831,275.02,277.2
2330,20120903,65.3286,65.6415
TWN50  ,20120903,5123.58,5126.18
Y9999  ,20120903,7430.4,7450.53
M2300  ,20120903,279.34,281.05
2330,20120904,65.7198,65.7198
TWN50  ,20120904,5143.02,5124.57
Y9999  ,20120904,7471.31,7451.35
M2300  ,20120904,281.95,281.36
2330,20120905,64.9374,64.155
TWN50  ,20120905,5103.14,5047.28
Y9999  ,20120905,7429.93,7367.44
M2300  ,20120905,280.43,278.08
2330,20120906,64.7809,63.4509
TWN50  ,20120906,5063.36,5019.54
Y9999  ,20120906,7383.04,7326.72
M2300  ,20120906,279.03,276.49
2330,20120907,64.9374,65.5633
TWN50  ,20120907,5105.99,5108.03
Y9999  ,20120907,7434.43,7424.91
M2300  ,20120907,281.12,280.86
2330,20120910,65.1721,65.3286
TWN50  ,20120910,5113.33,5150.04
Y9999  ,20120910,7435.34,7482.74
M2300  ,20120910,281.06,282.05
2330,20120911,65.8762,66.0327
TWN50  ,20120911,5163.7,5159.45
Y9999  ,20120911,7497.23,7485.13
M2300  ,20120911,282.71,283.23
2330,20120912,66.1109,66.1109
TWN50  ,20120912,5182.08,5224.85
Y9999  ,20120912,7518.68,7570.45
M2300  ,20120912,284.59,286.71
2330,20120913,66.1109,66.5021
TWN50  ,20120913,5226.58,5227.39
Y9999  ,20120913,7577.16,7578.8
M2300  ,20120913,286.89,286.51
2330,20120914,66.9716,67.6757
TWN50  ,20120914,5288.24,5363.64
Y9999  ,20120914,7660.38,7738.05
M2300  ,20120914,289.52,291.64
2330,20120917,67.9886,67.6757
TWN50  ,20120917,5386.55,5378.33
Y9999  ,20120917,7768.45,7762.22
M2300  ,20120917,292.66,291.46
2330,20120918,67.6757,67.0498
TWN50  ,20120918,5355.68,5350.61
Y9999  ,20120918,7740.57,7734.26
M2300  ,20120918,290.45,290.63
2330,20120919,67.2063,67.2845
TWN50  ,20120919,5349.31,5380.23
Y9999  ,20120919,7739.52,7781.91
M2300  ,20120919,290.8,292.06
2330,20120920,67.2845,66.7368
TWN50  ,20120920,5374.95,5328.76
Y9999  ,20120920,7781.81,7727.55
M2300  ,20120920,292.01,289.66
2330,20120921,67.2845,67.0498
TWN50  ,20120921,5358.33,5348.91
Y9999  ,20120921,7763.29,7754.59
M2300  ,20120921,291.32,290.95
2330,20120924,67.0498,67.3627
TWN50  ,20120924,5349.49,5355.64
Y9999  ,20120924,7760.33,7768.3
M2300  ,20120924,291.16,291.74
2330,20120925,67.128,67.2063
TWN50  ,20120925,5349.6,5329.41
Y9999  ,20120925,7766.44,7734.13
M2300  ,20120925,291.67,289.64
2330,20120926,66.8151,67.5975
TWN50  ,20120926,5303.35,5287.41
Y9999  ,20120926,7702.77,7669.63
M2300  ,20120926,288.07,286.18
2330,20120927,67.9104,68.5363
TWN50  ,20120927,5285.66,5297.83
Y9999  ,20120927,7665.89,7683.8
M2300  ,20120927,286.03,286.95
2330,20120928,69.3187,70.2575
TWN50  ,20120928,5312.37,5333.55
Y9999  ,20120928,7704.23,7715.16
M2300  ,20120928,288.32,288.77
2330,20121001,69.7881,69.5534
TWN50  ,20121001,5315.5,5292.87
Y9999  ,20121001,7702.12,7675.72
M2300  ,20121001,288.21,287.12
2330,20121002,69.7881,70.1011
TWN50  ,20121002,5312.88,5333.6
Y9999  ,20121002,7703.1,7718.68
M2300  ,20121002,288.09,289.38
2330,20121003,70.1011,70.2575
TWN50  ,20121003,5339.55,5308.25
Y9999  ,20121003,7727.48,7684.63
M2300  ,20121003,289.99,288.94
2330,20121004,70.3358,70.8834
TWN50  ,20121004,5296.77,5307.8
Y9999  ,20121004,7678.48,7682.34
M2300  ,20121004,288.84,288.28
